realSum,cleanliness_rating,guest_satisfaction_overall,bedrooms,dist,metro_dist,lng,lat,person_capacity,room_type_Entire home/apt,room_type_Private room,room_type_Shared room,room_shared_0,room_shared_1,room_private_0,room_private_1,multi_0,multi_1,biz_0,biz_1
1044.6886790242074,10.0,100.0,1,0.7632839134656935,0.7397462391919207,4.88204,52.37212,2.0,1,0,0,1,0,1,0,1,0,1,0
299.72113514400206,9.0,93.0,1,4.137211263962653,2.8408930193825026,4.893,52.41042,2.0,0,1,0,1,0,0,1,0,1,1,0
405.6429123801936,10.0,89.0,1,3.6367767909716906,0.4404027289694567,4.8398,52.37533,2.0,1,0,0,1,0,1,0,0,1,1,0
2556.183066576056,10.0,99.0,3,0.9709188271346144,1.096036280158745,4.88093,52.37778,6.0,1,0,0,1,0,1,0,0,1,1,0
985.6349448128794,10.0,97.0,1,2.1196232016134884,1.5086101517302042,4.86897,52.3612,2.0,1,0,0,1,0,1,0,1,0,1,0
1214.116654559089,9.0,93.0,0,1.9378488749721643,1.5727986406510968,4.88783,52.39035,4.0,1,0,0,1,0,1,0,1,0,1,0
305.8139807372343,10.0,96.0,1,3.7107928910227055,0.2215851965007317,4.83906,52.37755,4.0,0,1,0,1,0,0,1,1,0,1,0
937.5952007123944,9.0,92.0,1,1.0057848731195025,0.5415389093721886,4.887,52.365,4.0,0,1,0,1,0,0,1,1,0,0,1
292.45658847514824,9.0,87.0,1,4.718971513745547,0.7322021630584719,4.84805,52.34101,2.0,0,1,0,1,0,0,1,1,0,1,0
552.808567478265,10.0,99.0,1,4.456138821808169,0.4126505145672419,4.83969,52.3501,4.0,1,0,0,1,0,1,0,0,1,1,0
1228.880088111921,8.0,80.0,2,4.018532276866914,0.6144464815739037,4.834980000000001,52.36698,4.0,1,0,0,1,0,1,0,0,1,1,0
251.91573125864133,8.0,86.0,1,2.4303914974794214,0.3131754497085762,4.92126,52.38666,2.0,0,1,0,1,0,0,1,1,0,1,0
258.2429170669979,9.0,91.0,1,3.168237065948456,0.9120456255463492,4.875,52.347,2.0,0,1,0,1,0,0,1,0,1,1,0
562.8851967286106,10.0,96.0,1,0.9580992248851998,0.9885629382649193,4.8791,52.37409,4.0,0,1,0,1,0,0,1,1,0,1,0
462.1189042251541,10.0,90.0,0,0.3714395451909041,0.134728523844149,4.89278,52.3699,2.0,1,0,0,1,0,1,0,1,0,0,1
458.369460783165,10.0,99.0,1,2.146646791238017,1.3945468029754575,4.87073,52.35964,2.0,1,0,0,1,0,1,0,0,1,1,0
184.4257493028379,10.0,98.0,1,3.472098019071252,1.028521865497918,4.8445,52.3638,2.0,0,1,0,1,0,0,1,1,0,1,0
780.5872565791016,10.0,100.0,2,2.2190485159577604,0.1534425610558035,4.90945,52.35598,4.0,1,0,0,1,0,1,0,0,1,1,0
228.71604996133388,10.0,90.0,1,1.258901386091701,1.1347773626037854,4.87725,52.36741,2.0,0,1,0,1,0,0,1,0,1,1,0
221.45150329248003,10.0,100.0,1,10.853492735263176,0.7640354186733012,4.99856,52.30013,2.0,0,1,0,1,0,0,1,0,1,1,0
385.9583343097509,9.0,93.0,0,0.1613319628315826,0.3700923222171218,4.89161,52.37436,2.0,0,1,0,1,0,0,1,0,1,1,0
436.3414805614792,9.0,90.0,1,3.3127304935792248,0.5168796995178072,4.84563,52.37976,3.0,1,0,0,1,0,1,0,1,0,1,0
626.3913950273006,10.0,97.0,2,2.2645205162247763,0.4557332516539836,4.90493,52.35421,4.0,1,0,0,1,0,1,0,0,1,1,0
835.8915473484406,10.0,100.0,1,1.133040038699657,0.4199509714157932,4.89921,52.36376,2.0,1,0,0,1,0,1,0,1,0,1,0
833.3138049820731,10.0,97.0,2,2.379144746458994,0.4821955342373608,4.89712,52.35199,4.0,1,0,0,1,0,1,0,1,0,1,0
424.1557893750147,10.0,96.0,1,1.590912120846862,1.5167871078585553,4.87076,52.36905,2.0,1,0,0,1,0,1,0,1,0,1,0
602.254352869496,10.0,97.0,1,2.178444728310984,1.3971998000797672,4.92428,52.36885,4.0,1,0,0,1,0,1,0,1,0,1,0
1425.7258688163477,9.0,95.0,2,0.6937770390868382,0.6103862978784339,4.88385,52.37062,4.0,1,0,0,1,0,1,0,1,0,1,0
737.2343167811028,10.0,97.0,3,1.5250661771208915,1.2483942832692196,4.87451,52.365590000000005,4.0,1,0,0,1,0,1,0,1,0,1,0
397.2066646357181,9.0,91.0,1,6.375406380227657,2.446078866743691,4.7994900000000005,52.37441,3.0,1,0,0,1,0,1,0,0,1,1,0
290.1131863239051,9.0,91.0,1,2.285602198759076,0.2944749113660804,4.89462,52.35271,2.0,0,1,0,1,0,0,1,1,0,1,0
